Player,Nation,Pos,Squad,Comp,Age,Min,MP,Gls,Ast,G+A,G-PK,PK,xG,xAG,npxG,npxG+xAG,PrgC,PrgP,PrgR,CrdY,CrdR,Gls/90,Ast/90,xG/90,market_value_eur_M,over_xG,cluster,cluster_label,GA_pred_lr,GA_pred_rf,xG_diff
Hákon Arnar Haraldsson,is ISL,MF,Lille,fr Ligue 1,21.0,1755,25,5,3,8,5,0,3.8,2.8,3.8,6.6,52,102,143,3,0,0.256,0.154,0.195,59.9,1,1,Delantero Goleador,6.82,7.63,1.2
Marko Arnautović,at AUT,FW,Inter,it Serie A,35.0,527,17,4,2,6,4,0,3.3,1.2,3.3,4.4,4,16,61,1,0,0.678,0.339,0.559,70.8,1,0,Mediocampista Creativo,4.42,5.09,0.7
Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30.0,2356,28,3,5,8,3,0,0.9,3.5,0.9,4.3,9,128,16,7,1,0.115,0.191,0.034,49.3,1,1,Delantero Goleador,4.22,6.35,2.1
Jann-Fiete Arp,de GER,FW,Holstein Kiel,de Bundesliga,24.0,713,23,2,0,2,1,1,3.8,1.0,2.2,3.2,14,21,66,8,1,0.253,0.0,0.481,49.5,0,0,Mediocampista Creativo,4.82,2.38,-1.8
Sergio Arribas,es ESP,DF,Betis,es La Liga,21.0,90,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.33,0.0,0.0
Arthur,br BRA,DF,Leverkusen,de Bundesliga,21.0,752,20,0,1,1,0,0,0.1,0.4,0.1,0.4,15,25,53,1,0,0.0,0.119,0.012,13.9,0,0,Mediocampista Creativo,0.25,0.75,-0.1
Takuma Asano,jp JPN,FW,Mallorca,es La Liga,29.0,1054,21,2,1,3,2,0,2.7,0.7,2.7,3.4,28,20,76,0,0,0.171,0.085,0.231,50.5,0,0,Mediocampista Creativo,3.38,3.11,-0.7
Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,21.0,1670,23,0,1,1,0,0,0.1,0.6,0.1,0.7,5,27,4,3,0,0.0,0.054,0.005,13.9,0,0,Mediocampista Creativo,0.39,1.04,-0.1
Marco Asensio,es ESP,MF,Aston Villa,eng Premier League,28.0,743,13,3,1,4,3,0,4.4,1.0,2.9,3.8,22,45,38,2,0,0.361,0.12,0.53,44.8,0,0,Mediocampista Creativo,5.54,4.31,-1.4
Marco Asensio,es ESP,FW,Paris S-G,fr Ligue 1,28.0,618,12,2,4,6,2,0,5.6,2.7,5.6,8.3,19,36,49,0,0,0.29,0.58,0.812,69.0,0,0,Mediocampista Creativo,8.44,6.28,-3.6
Kristjan Asllani,al ALB,MF,Inter,it Serie A,22.0,980,21,2,2,4,0,2,2.5,1.9,0.9,2.8,7,55,20,4,0,0.183,0.183,0.229,38.7,0,0,Mediocampista Creativo,4.31,3.95,-0.5
Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,36.0,1745,30,10,5,15,5,5,8.7,4.6,4.0,8.6,50,132,143,6,1,0.515,0.258,0.448,140.5,1,1,Delantero Goleador,13.9,14.89,1.3
Yaser Asprilla,co COL,FW,Girona,es La Liga,20.0,1405,27,3,1,4,3,0,2.1,2.8,2.1,4.9,72,77,140,2,0,0.192,0.064,0.135,56.5,1,1,Delantero Goleador,5.01,4.37,0.9
Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,24.0,2357,32,3,4,7,3,0,2.2,3.5,2.2,5.7,98,116,206,9,0,0.115,0.153,0.084,32.6,1,1,Delantero Goleador,5.95,6.61,0.8
Dehmaine Assoumani,fr FRA,MF,Nantes,fr Ligue 1,19.0,98,12,0,0,0,0,0,0.1,0.9,0.1,1.0,4,1,15,0,0,0.0,0.0,0.091,18.2,0,0,Mediocampista Creativo,0.65,0.15,-0.1
Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,18.0,2854,34,1,0,1,1,0,2.5,1.1,2.5,3.6,41,93,38,7,0,0.032,0.0,0.079,27.9,0,1,Delantero Goleador,3.7,1.6,-1.5
Arthur Atta,fr FRA,MF,Udinese,it Serie A,21.0,1251,27,0,1,1,0,0,1.3,1.4,1.3,2.8,31,57,77,5,0,0.0,0.072,0.094,23.0,0,0,Mediocampista Creativo,2.62,1.58,-1.3
Tommaso Augello,it ITA,DF,Cagliari,it Serie A,29.0,2713,38,0,7,7,0,0,0.3,4.6,0.3,4.9,58,118,113,3,0,0.0,0.233,0.01,25.0,0,1,Delantero Goleador,4.79,5.74,-0.3
Carlos Augusto,br BRA,DF,Inter,it Serie A,25.0,1625,28,3,2,5,3,0,2.8,1.6,2.8,4.4,31,80,83,1,0,0.166,0.11,0.155,29.8,1,1,Delantero Goleador,4.47,5.21,0.2
Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,23.0,1553,26,3,2,5,3,0,2.6,0.9,2.6,3.4,32,93,44,4,0,0.173,0.116,0.15,29.5,1,1,Delantero Goleador,3.62,4.37,0.4
Ezequiel Ávila,ar ARG,FW,Betis,es La Liga,30.0,677,19,2,0,2,2,0,1.5,1.0,1.5,2.5,12,18,48,5,1,0.267,0.0,0.2,43.8,1,0,Mediocampista Creativo,2.31,2.01,0.5
Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,26.0,416,26,1,0,1,1,0,2.1,0.1,2.1,2.2,6,7,20,0,0,0.217,0.0,0.457,37.8,0,0,Mediocampista Creativo,2.06,1.18,-1.1
Yasin Ayari,se SWE,MF,Brighton,eng Premier League,20.0,1965,34,2,1,3,2,0,2.4,2.3,2.4,4.8,30,75,61,3,0,0.092,0.046,0.11,35.8,0,1,Delantero Goleador,4.69,3.61,-0.4
Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,27.0,575,26,2,0,2,2,0,1.9,0.1,1.9,2.0,5,7,30,0,0,0.312,0.0,0.297,44.8,1,0,Mediocampista Creativo,1.84,1.82,0.1
André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,34.0,1453,27,4,1,5,4,0,4.3,0.2,4.3,4.6,5,18,43,2,0,0.248,0.062,0.267,69.5,0,0,Mediocampista Creativo,4.54,4.95,-0.3
Jordan Ayew,gh GHA,FW,Leicester City,eng Premier League,32.0,1638,30,5,0,5,4,1,3.2,1.1,2.4,3.5,49,46,86,5,0,0.275,0.0,0.176,70.5,1,1,Delantero Goleador,4.43,4.86,1.8
Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23.0,1588,24,8,1,9,5,3,4.0,2.0,1.6,3.6,11,75,29,4,0,0.455,0.057,0.227,71.1,1,1,Delantero Goleador,6.07,7.79,4.0
Adam Aznou,ma MAR,DF,Valladolid,es La Liga,18.0,876,13,0,0,0,0,0,0.3,0.3,0.3,0.6,16,25,26,1,0,0.0,0.0,0.031,12.4,0,0,Mediocampista Creativo,0.37,0.06,-0.3
César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,34.0,875,14,1,0,1,1,0,0.2,0.1,0.2,0.3,13,66,20,1,0,0.103,0.0,0.021,15.8,1,0,Mediocampista Creativo,0.14,0.7,0.8
Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30.0,426,6,0,0,0,0,0,0.5,0.9,0.5,1.4,15,13,26,2,0,0.0,0.0,0.106,12.6,0,0,Mediocampista Creativo,1.14,0.38,-0.5
Shavy Babicka,ga GAB,MF,Toulouse,fr Ligue 1,24.0,1186,30,4,2,6,4,0,3.9,1.6,3.9,5.5,36,21,122,2,0,0.303,0.152,0.295,52.0,1,0,Mediocampista Creativo,5.57,5.76,0.1
Aliou Badara Baldé,gn GUI,MF,Bochum,de Bundesliga,21.0,91,5,0,0,0,0,0,0.2,0.2,0.2,0.4,2,1,5,1,0,0.0,0.0,0.2,18.4,0,0,Mediocampista Creativo,0.08,0.19,-0.2
Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24.0,2686,32,1,1,2,1,0,0.6,0.7,0.6,1.3,11,62,6,7,1,0.034,0.034,0.02,18.1,1,1,Delantero Goleador,1.09,1.85,0.4
Milan Badelj,hr CRO,MF,Genoa,it Serie A,35.0,1472,23,1,0,1,1,0,1.0,1.1,1.0,2.1,8,83,14,2,0,0.061,0.0,0.061,25.2,0,0,Mediocampista Creativo,1.96,1.65,0.0
Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,23.0,334,5,0,0,0,0,0,0.0,0.0,0.0,0.0,3,17,2,0,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.29,0.01,0.0
Alex Baena,es ESP,MF,Villarreal,es La Liga,23.0,2595,32,7,9,16,7,0,7.1,11.7,6.3,18.1,91,189,154,9,0,0.243,0.312,0.247,92.9,0,1,Delantero Goleador,19.2,16.66,-0.1
Juma Bah,sl SLE,DF,Valladolid,es La Liga,18.0,864,12,0,0,0,0,0,0.3,0.0,0.3,0.3,0,13,1,1,0,0.0,0.0,0.031,12.4,0,0,Mediocampista Creativo,0.0,0.18,-0.3
Juma Bah,sl SLE,DF,Lens,fr Ligue 1,18.0,686,10,0,0,0,0,0,0.1,0.2,0.1,0.3,3,9,1,2,0,0.0,0.0,0.013,12.1,0,0,Mediocampista Creativo,-0.02,0.09,-0.1
Leon Bailey,jm JAM,FW,Aston Villa,eng Premier League,26.0,1139,24,1,2,3,1,0,1.7,1.5,1.7,3.3,58,35,121,3,0,0.079,0.157,0.134,44.2,0,0,Mediocampista Creativo,3.21,3.2,-0.7
Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30.0,617,12,0,0,0,0,0,0.3,0.0,0.3,0.3,1,18,0,2,1,0.0,0.0,0.043,12.4,0,0,Mediocampista Creativo,0.02,0.08,-0.3
Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,24.0,939,29,2,1,3,2,0,3.0,1.2,3.0,4.2,15,16,42,1,0,0.192,0.096,0.288,51.2,0,0,Mediocampista Creativo,4.13,3.28,-1.0
Stefan Bajcetic,es ESP,MF,Las Palmas,es La Liga,19.0,969,14,1,0,1,1,0,0.3,0.2,0.3,0.5,8,39,9,4,0,0.093,0.0,0.028,23.9,1,0,Mediocampista Creativo,0.27,0.85,0.7
Cédric Bakambu,cd COD,FW,Betis,es La Liga,33.0,710,25,2,2,4,2,0,3.2,0.6,3.2,3.7,9,14,43,4,0,0.253,0.253,0.405,55.5,0,0,Mediocampista Creativo,3.75,3.14,-1.2
Mitchel Bakker,nl NED,FW,Lille,fr Ligue 1,24.0,1139,24,3,2,5,3,0,3.0,2.7,3.0,5.6,43,57,120,3,1,0.236,0.157,0.236,62.5,0,0,Mediocampista Creativo,5.75,5.51,0.0
Ridle Baku,de GER,FW,Wolfsburg,de Bundesliga,26.0,1170,15,2,1,3,2,0,1.5,1.3,1.5,2.7,16,44,78,2,0,0.154,0.077,0.115,47.5,1,0,Mediocampista Creativo,2.66,2.68,0.5
Ridle Baku,de GER,DF,RB Leipzig,de Bundesliga,26.0,1275,19,2,3,5,2,0,1.4,1.5,1.4,2.9,21,41,97,1,0,0.141,0.211,0.099,26.3,1,0,Mediocampista Creativo,2.75,4.06,0.6
Dilane Bakwa,fr FRA,MF,Strasbourg,fr Ligue 1,21.0,2497,30,6,8,14,6,0,4.7,6.6,4.7,11.3,107,129,249,4,0,0.217,0.289,0.17,80.5,1,1,Delantero Goleador,11.68,13.79,1.3
Tommaso Baldanzi,it ITA,MF,Roma,it Serie A,21.0,832,31,1,1,2,1,0,1.4,1.0,1.4,2.4,39,23,57,2,0,0.109,0.109,0.152,28.6,0,0,Mediocampista Creativo,2.32,1.96,-0.4
Alejandro Balde,es ESP,DF,Barcelona,es La Liga,20.0,2284,32,0,4,4,0,0,0.5,3.4,0.5,3.9,107,93,246,2,0,0.0,0.157,0.02,19.8,0,1,Delantero Goleador,4.0,3.99,-0.5
Keita Baldé,sn SEN,FW,Monza,it Serie A,29.0,638,11,2,0,2,2,0,1.1,0.2,1.1,1.2,19,35,29,2,0,0.282,0.0,0.155,42.8,1,0,Mediocampista Creativo,1.18,1.51,0.9
Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,20.0,2661,34,3,1,4,3,0,3.1,1.3,3.1,4.4,43,118,29,8,1,0.101,0.034,0.105,42.5,0,1,Delantero Goleador,4.61,4.23,-0.1
Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,25.0,2273,27,0,0,0,0,0,0.9,0.7,0.9,1.7,13,105,5,9,1,0.0,0.0,0.036,13.1,0,1,Delantero Goleador,1.52,0.32,-0.9
Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,32.0,1200,25,0,0,0,0,0,0.0,0.5,0.0,0.5,8,46,21,3,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,0.24,0.31,0.0
Fodé Ballo-Touré,sn SEN,DF,Le Havre,fr Ligue 1,27.0,589,10,0,0,0,0,0,0.0,0.1,0.0,0.1,15,13,14,0,0,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.17,0.07,0.0
Botond Balogh,hu HUN,DF,Parma,it Serie A,22.0,2053,29,0,1,1,0,0,0.4,0.1,0.4,0.5,7,37,1,5,0,0.0,0.044,0.018,14.3,0,0,Mediocampista Creativo,0.25,0.91,-0.4
Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23.0,615,13,4,0,4,4,0,4.8,0.9,4.8,5.6,21,9,73,0,0,0.588,0.0,0.706,67.0,0,0,Mediocampista Creativo,5.81,4.37,-0.8
Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,34.0,1510,19,0,0,0,0,0,0.1,0.3,0.1,0.4,1,16,3,2,0,0.0,0.0,0.006,12.1,0,0,Mediocampista Creativo,0.07,0.18,-0.1
Jonathan Bamba,ci CIV,FW,Celta Vigo,es La Liga,28.0,811,12,0,1,1,0,0,0.8,1.8,0.8,2.6,31,30,71,1,0,0.0,0.111,0.089,30.8,0,0,Mediocampista Creativo,2.42,1.68,-0.8
Lameck Banda,zm ZAM,FW,Lecce,it Serie A,23.0,610,15,0,1,1,0,0,1.2,1.1,1.2,2.3,27,7,46,1,0,0.0,0.147,0.176,31.8,0,0,Mediocampista Creativo,2.12,1.47,-1.2
Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,24.0,407,11,0,0,0,0,0,0.0,0.1,0.0,0.2,1,25,4,1,0,0.0,0.0,0.0,18.0,0,0,Mediocampista Creativo,-0.19,0.02,0.0
Mattia Bani,it ITA,DF,Genoa,it Serie A,30.0,1507,20,0,0,0,0,0,1.2,0.2,1.2,1.4,6,25,3,3,0,0.0,0.0,0.072,13.4,0,0,Mediocampista Creativo,1.2,0.76,-1.2
Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,17.0,278,8,0,0,0,0,0,0.1,0.0,0.1,0.1,2,8,3,2,0,0.0,0.0,0.032,12.1,0,0,Mediocampista Creativo,-0.21,0.0,-0.1
Scott Banks,sct SCO,FW,St. Pauli,de Bundesliga,22.0,116,12,0,0,0,0,0,0.3,0.0,0.3,0.3,3,1,8,1,0,0.0,0.0,0.231,25.8,0,0,Mediocampista Creativo,0.0,0.05,-0.3
Federico Barba,it ITA,DF,Como,it Serie A,30.0,431,7,0,0,0,0,0,0.2,0.0,0.2,0.2,5,25,5,0,0,0.0,0.0,0.042,12.2,0,0,Mediocampista Creativo,-0.06,0.04,-0.2
Valentín Barco,ar ARG,DF,Sevilla,es La Liga,20.0,288,7,0,0,0,0,0,0.3,0.6,0.3,0.9,4,13,13,0,0,0.0,0.0,0.094,12.4,0,0,Mediocampista Creativo,0.6,0.34,-0.3
Valentín Barco,ar ARG,MF,Strasbourg,fr Ligue 1,20.0,1157,14,0,2,2,0,0,0.5,1.5,0.5,2.0,20,64,55,2,0,0.0,0.155,0.039,24.3,0,0,Mediocampista Creativo,1.82,1.79,-0.5
Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,21.0,2181,34,14,10,24,14,0,13.4,10.1,13.4,23.5,137,96,374,2,0,0.579,0.413,0.554,200.0,1,1,Delantero Goleador,24.5,22.45,0.6
Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,23.0,1938,24,2,1,3,2,0,2.2,1.9,2.2,4.1,53,88,95,4,2,0.093,0.047,0.102,23.6,0,1,Delantero Goleador,4.2,3.3,-0.2
Nicolò Barella,it ITA,MF,Inter,it Serie A,27.0,2456,32,3,6,9,3,0,2.2,4.5,2.2,6.7,63,235,133,4,0,0.11,0.22,0.081,54.4,1,1,Delantero Goleador,7.0,8.17,0.8
Kike Barja,es ESP,FW,Osasuna,es La Liga,27.0,315,15,0,1,1,0,0,0.2,1.2,0.2,1.4,22,4,39,3,0,0.0,0.286,0.057,29.2,0,0,Mediocampista Creativo,1.12,0.99,-0.2
Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,30.0,581,20,3,1,4,3,0,1.8,0.6,1.8,2.4,15,36,10,3,0,0.462,0.154,0.277,40.1,1,0,Mediocampista Creativo,2.31,3.19,1.2
Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,26.0,1755,33,9,4,13,9,0,7.2,4.0,7.2,11.2,93,83,192,0,0,0.462,0.205,0.369,125.5,1,1,Delantero Goleador,11.77,12.9,1.8
Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23.0,2191,30,1,2,3,1,0,1.3,0.9,1.3,2.3,21,126,16,6,0,0.041,0.082,0.053,31.1,0,1,Delantero Goleador,2.22,2.92,-0.3
Ander Barrenetxea,es ESP,MF,Real Sociedad,es La Liga,22.0,1263,30,1,3,4,1,0,1.6,1.9,1.6,3.6,43,48,152,6,0,0.071,0.214,0.114,34.4,0,0,Mediocampista Creativo,3.45,3.4,-0.6
Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21.0,2330,31,1,4,5,1,0,1.3,2.4,1.3,3.7,29,142,69,4,1,0.039,0.154,0.05,36.5,0,1,Delantero Goleador,3.71,4.92,-0.3
Thierno Barry,fr FRA,FW,Villarreal,es La Liga,21.0,2323,35,11,4,15,10,1,12.5,2.9,11.7,14.6,44,27,124,4,0,0.426,0.155,0.484,153.8,0,1,Delantero Goleador,16.15,14.96,-1.5
Davide Bartesaghi,it ITA,DF,Milan,it Serie A,18.0,118,4,0,0,0,0,0,0.0,0.1,0.0,0.1,2,2,17,0,1,0.0,0.0,0.0,12.0,0,0,Mediocampista Creativo,-0.23,0.11,0.0
Marc Bartra,es ESP,DF,Betis,es La Liga,33.0,2099,25,2,1,3,2,0,1.2,0.2,1.2,1.4,7,68,1,2,0,0.086,0.043,0.052,22.4,1,1,Delantero Goleador,1.27,2.47,0.8
Federico Baschirotto,it ITA,DF,Lecce,it Serie A,27.0,3420,38,2,0,2,2,0,1.2,0.2,1.2,1.4,13,71,5,3,0,0.053,0.0,0.032,20.6,1,1,Delantero Goleador,1.28,1.87,0.8
Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,24.0,3074,35,1,0,1,1,0,1.0,0.1,1.0,1.2,39,116,15,7,0,0.029,0.0,0.029,16.8,0,1,Delantero Goleador,1.16,1.24,0.0
Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25.0,2333,32,1,5,6,1,0,0.8,2.3,0.8,3.2,62,162,83,6,1,0.039,0.193,0.031,25.6,1,1,Delantero Goleador,3.24,5.24,0.2
Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,30.0,300,10,3,0,3,3,0,1.2,0.0,1.2,1.3,3,8,15,2,0,0.909,0.0,0.364,50.5,1,0,Mediocampista Creativo,0.99,2.09,1.8
Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,28.0,2016,25,1,0,1,1,0,0.8,0.2,0.8,1.0,11,51,1,3,1,0.045,0.0,0.036,16.6,1,1,Delantero Goleador,0.82,1.16,0.2
Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,24.0,658,11,0,0,0,0,0,0.2,0.1,0.2,0.3,4,30,7,1,0,0.0,0.0,0.027,12.2,0,0,Mediocampista Creativo,0.04,0.13,-0.2
Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,24.0,1610,31,2,1,3,2,0,4.5,1.3,4.5,5.8,37,53,95,5,0,0.112,0.056,0.251,39.6,0,1,Delantero Goleador,5.99,4.31,-2.5
Rafael Bauza,es ESP,MF,Espanyol,es La Liga,19.0,183,5,0,0,0,0,0,0.1,0.0,0.1,0.1,1,7,3,1,0,0.0,0.0,0.05,18.2,0,0,Mediocampista Creativo,-0.21,0.0,-0.1
Adrian Beck,de GER,MF,Heidenheim,de Bundesliga,27.0,1598,32,4,1,5,4,0,3.3,1.2,3.3,4.5,37,69,83,1,0,0.225,0.056,0.185,48.2,1,1,Delantero Goleador,4.63,5.07,0.7
Sheraldo Becker,sr SUR,FW,Real Sociedad,es La Liga,29.0,995,22,2,1,3,2,0,2.0,2.0,2.0,4.0,51,23,110,1,1,0.18,0.09,0.18,48.8,0,0,Mediocampista Creativo,3.96,3.03,0.0
Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,27.0,2445,30,0,2,2,0,0,1.4,0.8,1.4,2.2,28,57,38,2,0,0.0,0.074,0.051,17.3,0,1,Delantero Goleador,2.12,1.83,-1.4
Jan Bednarek,pl POL,DF,Southampton,eng Premier League,28.0,2531,30,2,0,2,2,0,0.7,0.5,0.7,1.2,5,60,2,7,0,0.071,0.0,0.025,20.0,1,1,Delantero Goleador,0.99,1.61,1.3
Donny van de Beek,nl NED,MF,Girona,es La Liga,27.0,1421,26,2,2,4,2,0,1.5,3.2,1.5,4.7,17,45,85,5,0,0.127,0.127,0.095,36.9,1,0,Mediocampista Creativo,4.47,4.02,0.5
Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,33.0,170,18,1,0,1,1,0,2.3,0.1,2.3,2.4,2,4,18,2,0,0.526,0.0,1.211,38.2,0,0,Mediocampista Creativo,2.27,1.04,-1.3
Maximilian Beier,de GER,FW,Dortmund,de Bundesliga,21.0,1591,29,8,5,13,8,0,7.7,3.3,7.7,11.0,24,33,124,2,0,0.452,0.282,0.435,123.0,1,1,Delantero Goleador,11.28,13.1,0.3
Reda Belahyane,ma MAR,MF,Hellas Verona,it Serie A,20.0,1658,22,0,2,2,0,0,0.2,1.0,0.2,1.3,22,73,13,6,1,0.0,0.109,0.011,23.8,0,0,Mediocampista Creativo,1.03,1.65,-0.2
Reda Belahyane,ma MAR,MF,Lazio,it Serie A,20.0,198,6,0,0,0,0,0,0.0,0.0,0.0,0.0,4,10,1,0,1,0.0,0.0,0.0,18.0,0,0,Mediocampista Creativo,-0.3,0.0,0.0
Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,30.0,1792,22,0,1,1,0,0,0.1,0.9,0.1,1.0,8,69,15,1,0,0.0,0.05,0.005,20.9,0,0,Mediocampista Creativo,0.76,1.17,-0.1
Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,22.0,1523,29,1,1,2,1,0,0.8,0.6,0.8,1.4,17,37,31,4,0,0.059,0.059,0.047,27.5,1,0,Mediocampista Creativo,1.21,1.64,0.2
Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,32.0,1436,18,0,1,1,0,0,0.8,1.0,0.8,1.8,8,38,5,4,0,0.0,0.062,0.05,14.8,0,0,Mediocampista Creativo,1.57,1.18,-0.8
Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,22.0,331,4,0,0,0,0,0,0.3,0.0,0.3,0.3,0,5,0,0,0,0.0,0.0,0.081,12.4,0,0,Mediocampista Creativo,-0.0,0.17,-0.3
Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24.0,2402,34,0,9,9,0,0,1.1,4.7,1.1,5.8,83,87,191,3,0,0.0,0.337,0.041,29.5,0,1,Delantero Goleador,5.79,8.01,-1.1
Jean-Ricner Bellegarde,fr FRA,MF,Wolves,eng Premier League,26.0,1677,35,2,7,9,2,0,1.5,3.8,1.5,5.3,52,43,89,3,0,0.108,0.376,0.081,50.4,1,1,Delantero Goleador,5.17,7.22,0.5
Héctor Bellerín,es ESP,DF,Betis,es La Liga,29.0,580,9,0,2,2,0,0,0.2,2.0,0.2,2.2,3,24,22,1,0,0.0,0.312,0.031,15.8,0,0,Mediocampista Creativo,1.84,2.04,-0.2
Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,21.0,2488,31,9,8,17,8,1,11.4,3.9,9.9,13.7,74,199,143,5,1,0.326,0.29,0.413,108.7,0,1,Delantero Goleador,16.36,17.23,-2.4
Andrea Belotti,it ITA,FW,Como,it Serie A,30.0,593,18,2,0,2,2,0,2.5,0.4,2.5,2.8,9,9,33,1,0,0.303,0.0,0.379,46.2,0,0,Mediocampista Creativo,2.8,2.02,-0.5
Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,25.0,2421,34,2,1,3,2,0,1.0,1.8,1.0,2.8,28,152,29,3,0,0.074,0.037,0.037,33.3,1,1,Delantero Goleador,2.83,2.8,1.0
Lucas Beltrán,ar ARG,FW,Fiorentina,it Serie A,23.0,1864,32,5,4,9,3,2,5.4,3.0,3.1,6.1,23,64,94,6,0,0.242,0.193,0.261,91.0,0,1,Delantero Goleador,8.56,8.67,-0.4
Eliesse Ben Seghir,ma MAR,MF,Monaco,fr Ligue 1,19.0,1750,33,6,3,9,4,2,5.5,5.2,4.1,9.3,85,122,170,0,0,0.309,0.155,0.284,68.4,1,1,Delantero Goleador,11.12,10.12,0.5
Carlos Benavídez,uy URU,MF,Alavés,es La Liga,26.0,487,18,1,1,2,1,0,0.3,0.6,0.3,0.9,4,26,5,3,0,0.185,0.185,0.056,26.6,1,0,Mediocampista Creativo,0.62,1.72,0.7
Adrian Benedyczak,pl POL,FW,Parma,it Serie A,23.0,214,9,0,0,0,0,0,0.3,0.1,0.3,0.3,3,3,12,0,0,0.0,0.0,0.125,25.8,0,0,Mediocampista Creativo,0.1,0.03,-0.3
László Bénes,sk SVK,MF,Union Berlin,de Bundesliga,26.0,589,23,2,1,3,2,0,0.9,1.0,0.9,1.9,6,28,34,4,0,0.308,0.154,0.138,33.1,1,0,Mediocampista Creativo,1.66,2.38,1.1
Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,26.0,300,6,0,0,0,0,0,0.1,0.1,0.1,0.2,8,23,12,2,0,0.0,0.0,0.03,18.2,0,0,Mediocampista Creativo,-0.06,0.01,-0.1
Ismaël Bennacer,dz ALG,MF,Marseille,fr Ligue 1,26.0,646,12,0,2,2,0,0,0.1,1.8,0.1,1.9,14,72,8,2,0,0.0,0.278,0.014,23.6,0,0,Mediocampista Creativo,1.68,1.9,-0.1
Saïd Benrahma,dz ALG,FW,Lyon,fr Ligue 1,28.0,735,13,1,3,4,1,0,2.0,2.1,2.0,4.0,41,32,109,0,0,0.122,0.366,0.244,48.8,0,0,Mediocampista Creativo,4.04,3.76,-1.0
Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29.0,2022,31,1,6,7,1,0,1.3,3.2,1.3,4.5,26,128,58,6,0,0.044,0.267,0.058,28.0,0,1,Delantero Goleador,4.44,5.49,-0.3
Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,29.0,329,10,1,0,1,1,0,0.7,0.0,0.7,0.8,2,23,5,0,0,0.27,0.0,0.189,24.7,1,0,Mediocampista Creativo,0.47,0.88,0.3
Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,27.0,1645,26,2,0,2,2,0,1.3,0.4,1.3,1.7,28,100,34,9,0,0.109,0.0,0.071,31.1,1,0,Mediocampista Creativo,1.73,1.96,0.7
Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,20.0,2011,25,1,0,1,1,0,0.9,0.4,0.9,1.2,9,131,0,6,0,0.045,0.0,0.04,16.7,1,1,Delantero Goleador,1.27,1.27,0.1
